src,dst,Protocol,pktrate,pktperflow,dur,dur_nsec,bytecount,pktcount
18.0,5.0,1,301,9035,91,389000000,28727940,27570
14.0,3.0,1,0,29,158,314000000,15092,154
16.0,10.0,1,0,29,39,796000000,3724,38
14.0,17.0,2,296,8896,304,10000000,4996350,92525
16.0,11.0,1,0,29,650,112000000,135522132,130634
3.0,15.0,1,1,30,110,151000000,10486,107
0.0,16.0,2,298,8956,90,415000000,1559520,28880
13.0,11.0,2,449,13496,134,418000000,65853136,60008
1.0,15.0,3,314,9439,143,341000000,46859782,44971
16.0,11.0,2,181,5445,469,566000000,7275636,125442
15.0,1.0,1,273,8201,302,500000000,87686384,84152
18.0,9.0,1,1,30,861,436000000,82418,841
14.0,15.0,1,0,29,121,498000000,11564,118
13.0,16.0,2,203,6105,309,99000000,5391282,81683
6.0,11.0,2,304,9132,47,273000000,888734,15323
14.0,7.0,2,438,13165,191,278000000,93706436,84598
12.0,17.0,1,0,29,51,350000000,4802,49
12.0,1.0,2,431,12934,229,51000000,112085132,98442
3.0,15.0,3,248,7464,311,877000000,143666952,134772
18.0,12.0,2,85,2567,320,714000000,6127554,92837
16.0,6.0,2,325,9774,204,350000000,3902310,59117
15.0,1.0,1,1,30,382,920000000,36652,374
0.0,15.0,3,451,13532,163,255000000,78355264,73504
1.0,11.0,1,285,8569,407,829000000,121319018,116429
10.0,17.0,2,0,0,28,957000000,14076282,12649
5.0,12.0,2,603,18110,55,765000000,1592028,29482
14.0,3.0,1,0,29,888,546000000,84966,867
13.0,6.0,2,327,9818,35,752000000,771684,11692
18.0,13.0,3,455,13671,146,689000000,70580926,66211
1.0,15.0,3,247,7431,443,375000000,131498316,126198
10.0,17.0,2,326,9784,199,29000000,4054272,61426
3.0,8.0,2,310,9316,82,18000000,1392876,25794
1.0,15.0,3,314,9427,83,383000000,27214956,26118
1.0,16.0,3,226,6795,380,759000000,114632504,110012
13.0,17.0,2,298,8949,120,206000000,1965168,36392
3.0,15.0,3,451,13542,131,861000000,63665784,59724
16.0,13.0,1,0,29,768,408000000,73402,749
0.0,15.0,1,0,29,411,196000000,39298,401
17.0,15.0,1,1,30,101,69000000,9604,98
18.0,7.0,1,0,29,701,604000000,67032,684
16.0,5.0,2,283,8514,31,777000000,545954,9413
13.0,15.0,1,1,30,711,177000000,68012,694
12.0,8.0,2,312,9382,112,210000000,1997260,30254
1.0,16.0,3,308,9242,80,484000000,26009362,24961
1.0,14.0,1,1,30,113,115000000,10780,110
18.0,10.0,2,332,9981,280,998000000,6114612,92644
10.0,16.0,1,1,30,493,193000000,46844,478
2.0,15.0,1,0,29,500,106000000,47726,487
6.0,11.0,2,304,9132,47,273000000,888734,15323
2.0,11.0,3,312,9376,137,404000000,44736186,42933
1.0,11.0,3,451,13536,185,255000000,89429938,83893
4.0,16.0,3,268,8040,420,897000000,132745590,127395
4.0,16.0,3,311,9334,300,886000000,97682290,93745
13.0,6.0,2,302,9071,95,571000000,1586358,27351
10.0,16.0,3,451,13533,230,401000000,110659328,103808
14.0,17.0,2,448,13459,94,394000000,46189094,41475
9.0,15.0,3,313,9400,213,427000000,69706674,66897
3.0,1.0,2,432,12982,31,263000000,15260586,13437
0.0,16.0,3,443,13306,190,562000000,91305032,85652
1.0,5.0,1,0,29,993,283000000,95060,970
12.0,15.0,3,451,13532,232,94000000,111773298,104853
1.0,13.0,1,0,29,143,80000000,13622,139
17.0,10.0,1,1,30,32,960000000,3136,32
3.0,13.0,3,312,9376,137,404000000,44736186,42933
17.0,10.0,2,278,8351,393,363000000,6748300,116350
0.0,15.0,1,0,29,191,139000000,18130,185
3.0,13.0,1,1,30,898,540000000,85946,877
2.0,15.0,1,0,29,231,140000000,22050,225
18.0,10.0,2,322,9661,118,953000000,2513272,38076
6.0,11.0,2,184,5545,313,303000000,6427620,97384
1.0,11.0,3,294,8825,256,842000000,82259648,78944
0.0,15.0,3,252,7570,313,266000000,143891878,134983
0.0,15.0,3,450,13527,43,245000000,20817914,19529
12.0,15.0,3,451,13541,82,82000000,39727688,37268
2.0,11.0,3,448,13443,35,83000000,17178590,16115
12.0,10.0,1,0,29,358,467000000,34202,349
4.0,16.0,3,86,2604,450,898000000,135458958,129999
14.0,16.0,3,449,13478,80,625000000,38555088,36168
10.0,16.0,3,451,13533,230,747000000,110721156,103866
15.0,17.0,1,0,29,881,936000000,84378,861
15.0,15.0,1,0,29,759,902000000,72618,741
18.0,16.0,1,273,8190,352,886000000,101146940,97070
0.0,16.0,3,451,13535,100,716000000,48294064,45304
15.0,13.0,2,441,13259,251,287000000,122966692,111118
16.0,10.0,1,297,8930,110,57000000,18385114,17741
16.0,0.0,1,246,7389,37,871000000,10130324,9722
0.0,15.0,3,450,13528,282,912000000,135784948,127378
0.0,15.0,1,1,30,421,235000000,40278,411
7.0,17.0,1,0,29,151,430000000,14406,147
0.0,11.0,2,417,12525,53,251000000,25976834,22497
14.0,16.0,3,446,13387,50,674000000,24203530,22705
0.0,16.0,3,451,13533,130,293000000,62610444,58734
3.0,13.0,3,448,13468,175,336000000,84770452,79522
9.0,15.0,3,315,9452,243,445000000,79563994,76357
14.0,16.0,1,0,29,958,417000000,91630,935
12.0,13.0,3,449,13491,227,81000000,108966520,102220
9.0,17.0,1,0,29,511,500000000,48902,499
16.0,0.0,1,1,30,861,208000000,82418,841
6.0,12.0,2,56,1700,326,278000000,146935902,131243
10.0,16.0,1,1,30,473,314000000,45276,462
10.0,15.0,1,0,29,981,387000000,93786,957
3.0,13.0,1,0,29,368,317000000,35182,359
16.0,0.0,1,0,29,171,137000000,16268,166
3.0,17.0,2,276,8292,417,10000000,7110336,122592
10.0,16.0,2,586,17584,128,749000000,3913920,72480
3.0,15.0,2,457,13718,440,338000000,13106286,242709
17.0,3.0,1,279,8393,120,268000000,33674314,32317
14.0,17.0,2,583,17512,410,276000000,13325742,246773
18.0,7.0,1,0,29,631,475000000,60368,616
17.0,13.0,3,307,9225,167,182000000,54318418,52129
10.0,13.0,3,78,2369,217,334000000,92231386,86521
14.0,10.0,2,317,9531,31,116000000,646218,9791
3.0,17.0,2,438,13158,79,30000000,38555122,34097
3.0,15.0,1,307,9214,131,177000000,37906918,36379
2.0,12.0,2,326,9786,91,71000000,1924800,29162
18.0,9.0,1,0,29,831,429000000,79478,811
7.0,11.0,2,296,8897,103,161000000,1634472,30268
12.0,15.0,3,447,13430,51,301000000,25170392,23612
16.0,3.0,1,0,29,651,220000000,62230,635
13.0,16.0,3,449,13474,220,529000000,105830348,99278
1.0,11.0,1,292,8772,392,809000000,114454322,109841
3.0,16.0,1,0,29,933,323000000,89376,912
16.0,10.0,1,0,29,371,84000000,35476,362
14.0,16.0,3,0,0,20,672000000,9932988,9318
10.0,13.0,3,455,13650,107,13000000,51375870,48195
1.0,16.0,3,0,0,20,681000000,6641708,6374
12.0,15.0,3,451,13532,231,317000000,111650708,104738
12.0,13.0,3,447,13421,167,77000000,80161068,75198
16.0,13.0,1,0,29,401,849000000,38416,392
16.0,12.0,1,1,30,911,232000000,87122,889
7.0,17.0,1,0,29,501,405000000,47922,489
7.0,3.0,2,201,6058,444,660000000,7138466,123077
16.0,2.0,1,1,30,69,878000000,6664,68
13.0,5.0,2,448,13468,216,177000000,104262960,92552
0.0,16.0,3,451,13533,130,719000000,62720242,58837
15.0,16.0,3,451,13536,180,783000000,86654074,81289
17.0,15.0,1,308,9259,109,359000000,34985150,33575
3.0,13.0,3,273,8196,347,526000000,108121046,103763
16.0,14.0,1,0,27,772,921000000,72520,740
5.0,15.0,2,283,8514,31,777000000,545954,9413
3.0,15.0,3,453,13615,71,862000000,34914698,32753
0.0,5.0,2,443,13309,160,545000000,78001296,71076
1.0,15.0,3,314,9423,113,387000000,37033722,35541
1.0,11.0,3,450,13528,264,527000000,127913604,119994
13.0,2.0,2,288,8666,292,44000000,4835160,89540
1.0,16.0,3,308,9256,110,486000000,35654114,34217
10.0,15.0,1,0,29,1521,417000000,135624052,131674
1.0,14.0,1,0,29,353,127000000,33810,345
17.0,13.0,2,272,8168,251,859000000,4222574,72803
13.0,11.0,1,0,29,58,434000000,5488,56
0.0,6.0,2,244,7328,289,531000000,4911382,84679
10.0,15.0,1,0,29,491,98000000,46942,479
0.0,15.0,3,450,13528,282,912000000,135784948,127378
17.0,10.0,2,282,8484,148,211000000,2333556,43214
10.0,15.0,1,1,30,171,177000000,16366,167
12.0,2.0,3,111,3334,467,600000000,135458958,129999
15.0,17.0,2,333,10000,188,810000000,4097064,62074
3.0,15.0,1,0,29,471,201000000,44982,459
10.0,17.0,1,1,30,1021,918000000,97804,998
0.0,6.0,2,0,0,28,746000000,863352,15988
3.0,13.0,1,0,29,41,827000000,3920,40
14.0,1.0,2,290,8704,333,637000000,5463882,101183
14.0,1.0,1,0,29,183,220000000,17542,179
1.0,17.0,2,291,8755,237,610000000,4204942,72499
14.0,16.0,3,455,13663,110,678000000,53135836,49846
3.0,15.0,2,425,12766,448,795000000,12869388,238322
12.0,13.0,3,276,8304,317,298000000,99550596,95538
16.0,14.0,1,1,30,871,405000000,83300,850
0.0,16.0,3,451,13537,250,568000000,120287440,112840
12.0,15.0,3,451,13532,262,97000000,126198410,118385
10.0,17.0,1,1,30,691,635000000,66248,676
13.0,11.0,3,179,5387,125,91000000,51607192,48412
10.0,17.0,1,1,30,541,571000000,51842,529
3.0,1.0,2,445,13354,31,203000000,15291524,13818
13.0,13.0,2,255,7656,488,780000000,13887720,257180
0.0,15.0,1,0,29,251,129000000,23912,244
16.0,2.0,1,0,29,651,163000000,62230,635
12.0,13.0,3,0,0,13,324000000,8081346,7581
16.0,13.0,1,300,9000,361,436000000,109764280,105340
3.0,13.0,3,449,13499,87,210000000,41799992,39212
12.0,0.0,2,502,15076,392,94000000,11294100,209150
10.0,16.0,2,308,9255,48,865000000,870464,15008
3.0,15.0,1,0,0,28,234000000,8536064,8192
12.0,0.0,1,0,29,618,478000000,59094,603
1.0,16.0,3,280,8407,260,502000000,82991132,79646
14.0,15.0,1,0,29,61,514000000,5782,59
12.0,15.0,3,447,13430,53,104000000,25460344,23884
3.0,15.0,1,1,30,558,218000000,53410,545
15.0,1.0,1,0,29,83,89000000,7840,80
0.0,15.0,3,451,13535,191,698000000,92569308,86838
16.0,0.0,1,0,29,429,908000000,41062,419
10.0,16.0,3,451,13533,230,747000000,110721156,103866
14.0,11.0,1,0,29,391,821000000,37436,382
3.0,13.0,3,448,13457,256,712000000,123482242,115837
13.0,0.0,2,327,9833,40,992000000,877122,13289
16.0,10.0,1,257,7718,40,981000000,11262978,10809
16.0,2.0,1,0,29,99,957000000,9506,97
12.0,2.0,1,342,10265,311,417000000,110962580,106490
16.0,13.0,1,0,29,641,852000000,61348,626
16.0,0.0,1,0,29,180,98000000,17150,175
17.0,3.0,1,0,29,773,205000000,73990,755
1.0,11.0,2,269,8098,376,386000000,5973156,110614
1.0,12.0,1,0,29,113,69000000,10780,110
12.0,13.0,3,317,9516,46,367000000,15405970,14785
14.0,1.0,2,305,9154,173,739000000,3117790,53755
15.0,16.0,3,447,13438,60,842000000,29117790,27315
14.0,15.0,1,0,29,511,894000000,48902,499
14.0,16.0,2,12,386,329,174000000,6443070,97619
0.0,15.0,3,443,13308,223,260000000,106969902,100347
16.0,10.0,1,246,7400,99,751000000,26103142,25051
13.0,11.0,3,451,13538,37,126000000,17917328,16808
4.0,16.0,3,314,9446,90,850000000,29758478,28559
16.0,14.0,1,0,29,431,118000000,41160,420
16.0,0.0,1,1,30,761,122000000,72814,743
18.0,14.0,2,326,9782,98,802000000,2119308,32108
10.0,16.0,2,447,13413,209,169000000,102510400,93088
10.0,15.0,1,0,29,100,915000000,9604,98
3.0,0.0,2,423,12694,50,477000000,24604256,21296
12.0,13.0,3,277,8314,437,341000000,128086808,122924
16.0,13.0,3,447,13429,165,856000000,79889238,74943
0.0,15.0,1,306,9184,261,167000000,67371436,64886
12.0,17.0,1,1,30,521,585000000,49882,509
0.0,16.0,2,0,0,10,496000000,4980544,4512
2.0,11.0,3,326,9784,58,311000000,25627706,24041
13.0,1.0,1,0,29,823,127000000,78890,805
14.0,16.0,1,0,29,238,154000000,22736,232
16.0,3.0,2,228,6859,428,508000000,7001760,120720
12.0,8.0,2,255,7677,282,598000000,4300236,79634
12.0,0.0,1,0,29,618,478000000,59094,603
11.0,16.0,3,154,4645,430,766000000,135434992,129976
3.0,15.0,1,300,9003,370,564000000,114153184,109552
1.0,15.0,3,212,6364,383,378000000,117262512,112536
1.0,11.0,3,446,13409,106,677000000,51400388,48218
1.0,12.0,1,1,30,193,162000000,18424,188
16.0,2.0,1,272,8174,470,91000000,128295286,123539
10.0,11.0,3,78,2369,263,25000000,115881662,108707
16.0,0.0,1,281,8433,68,244000000,19811546,19013
12.0,2.0,1,1,30,88,460000000,8428,86
13.0,2.0,2,446,13387,156,172000000,74773048,65680
12.0,13.0,1,324,9724,228,30000000,76225426,73153
10.0,13.0,1,0,25,1028,591000000,97902,999
17.0,13.0,1,0,29,221,831000000,21168,216
4.0,0.0,2,308,9248,30,421000000,589194,10911
14.0,3.0,1,0,28,281,820000000,26852,274
17.0,10.0,1,1,30,193,174000000,18424,188
12.0,1.0,1,293,8800,421,724000000,122365186,117433
10.0,16.0,3,450,13529,140,394000000,67454348,63278
3.0,15.0,3,447,13429,102,873000000,49421892,46362
3.0,15.0,3,248,7464,313,344000000,143907868,134998
12.0,6.0,2,448,13461,73,177000000,35884872,32632
2.0,3.0,2,441,13237,211,291000000,102226570,91981
14.0,3.0,1,0,29,578,548000000,55272,564
0.0,15.0,3,450,13526,103,248000000,49505040,46440
13.0,11.0,3,450,13529,137,13000000,65797784,61724
6.0,11.0,2,295,8851,208,785000000,3610848,62256
12.0,15.0,3,96,2900,323,127000000,143885482,134977
1.0,2.0,1,0,29,393,184000000,37534,383
13.0,16.0,3,294,8845,310,317000000,143790608,134888
5.0,15.0,2,290,8711,168,961000000,2722842,50423
0.0,5.0,2,607,18210,140,302000000,4543614,84141
15.0,16.0,3,448,13463,270,855000000,129855856,121816
4.0,11.0,2,448,13462,294,528000000,144301680,130356
18.0,11.0,1,1,30,601,526000000,57624,588
9.0,15.0,3,315,9457,33,454000000,10867018,10429
0.0,6.0,2,230,6911,370,846000000,6166212,106314
14.0,1.0,1,263,7915,442,744000000,126710326,121603
14.0,10.0,1,1,30,548,346000000,52430,535
12.0,1.0,1,0,20,1033,292000000,97608,996
18.0,16.0,1,0,29,983,222000000,94178,961
16.0,16.0,1,0,29,99,894000000,9506,97
0.0,15.0,3,450,13526,103,248000000,49505040,46440
13.0,11.0,3,270,8120,417,495000000,121154382,116271
13.0,2.0,2,599,17984,30,967000000,986364,18266
4.0,1.0,1,0,18,1033,171000000,97902,999
15.0,13.0,2,449,13498,214,366000000,104912300,95078
1.0,11.0,3,451,13539,87,234000000,41907658,39313
14.0,3.0,2,444,13342,141,333000000,69152198,61143
16.0,10.0,1,298,8963,307,900000000,90634202,86981
0.0,16.0,3,455,13650,220,301000000,105771718,99223
9.0,15.0,3,307,9239,63,456000000,20494056,19668
8.0,3.0,2,329,9879,54,23000000,1156776,17526
3.0,1.0,2,201,6058,433,422000000,6589836,122034
12.0,12.0,2,329,9872,224,416000000,4890426,74097
12.0,15.0,1,0,29,210,102000000,19992,204
0.0,15.0,1,0,29,1131,349000000,135586714,131293
0.0,11.0,3,448,13442,113,16000000,55896776,52436
2.0,15.0,1,0,29,551,160000000,52626,537
1.0,15.0,3,126,3792,473,399000000,135455832,129996
4.0,16.0,3,86,2604,450,881000000,135455832,129996
4.0,1.0,1,0,29,272,850000000,26068,266
0.0,15.0,3,450,13526,101,687000000,49290774,46239
17.0,13.0,3,454,13649,53,181000000,27151020,25470
14.0,14.0,2,325,9779,234,363000000,4678026,70877
0.0,3.0,2,446,13402,141,363000000,69119484,60442
12.0,15.0,3,451,13541,82,82000000,39727688,37268
12.0,2.0,1,0,29,228,353000000,21756,222
16.0,16.0,2,448,13445,188,699000000,92207930,83881
0.0,16.0,3,451,13538,249,756000000,120050788,112618
13.0,16.0,3,450,13525,70,657000000,33926516,31826
5.0,0.0,2,248,7457,226,107000000,3621780,67070
13.0,0.0,2,434,13020,219,36000000,107127710,96919
12.0,15.0,1,0,29,141,125000000,13426,137
9.0,15.0,3,313,9405,153,464000000,50070184,48052
1.0,16.0,3,267,8012,320,507000000,99620410,95605
16.0,10.0,1,0,29,120,120000000,11368,116
14.0,14.0,2,332,9973,264,347000000,5336244,80850
15.0,17.0,1,1,30,361,544000000,34594,353
16.0,0.0,1,0,29,129,909000000,12348,126
7.0,17.0,1,0,29,241,456000000,23030,235
15.0,1.0,1,0,29,562,956000000,53802,549
9.0,17.0,1,0,29,151,425000000,14406,147
3.0,13.0,3,262,7886,167,358000000,51949952,49856
9.0,15.0,3,312,9373,123,434000000,40267048,38644
14.0,17.0,2,510,15314,423,319000000,12958326,239969
0.0,11.0,2,434,13038,482,105000000,13579596,251474
14.0,11.0,1,1,30,958,557000000,91826,937
13.0,16.0,3,294,8845,310,600000000,143859898,134953
2.0,16.0,3,451,13536,230,267000000,110552728,103708
1.0,14.0,1,0,29,442,937000000,42336,432
3.0,15.0,1,305,9176,311,222000000,95331538,91489
1.0,16.0,3,264,7947,290,711000000,91287536,87608
7.0,13.0,2,82,2468,482,922000000,7539710,129995
5.0,15.0,2,275,8271,184,339000000,3560706,53941
16.0,0.0,1,0,13,1040,276000000,97902,999
18.0,11.0,1,1,30,731,629000000,69972,714
12.0,10.0,2,334,10048,214,425000000,4635414,70231
3.0,17.0,2,300,9014,147,604000000,2639928,45516
1.0,16.0,3,264,7947,290,711000000,91287536,87608
18.0,13.0,3,263,7901,377,441000000,110926110,106455
13.0,6.0,2,302,9071,95,571000000,1586358,27351
11.0,16.0,3,308,9269,280,751000000,91877308,88174
18.0,13.0,3,455,13671,146,689000000,70580926,66211
18.0,10.0,1,0,29,611,867000000,58506,597
17.0,13.0,3,235,7070,406,962000000,124411674,119397
10.0,15.0,1,298,8963,306,626000000,90587312,86936
0.0,6.0,2,450,13502,220,534000000,107555596,98082
14.0,1.0,1,0,29,392,731000000,37534,383
17.0,15.0,2,325,9753,248,664000000,5379732,81508
0.0,6.0,2,294,8843,219,749000000,3965344,68368
10.0,13.0,1,0,29,588,376000000,56252,574
18.0,1.0,2,307,9233,169,986000000,3050568,52596
5.0,15.0,2,424,12749,94,327000000,46084772,40286
17.0,3.0,1,0,29,82,790000000,7840,80
16.0,14.0,1,282,8478,290,989000000,87724938,84189
11.0,16.0,3,324,9741,70,781000000,23285574,22347
0.0,6.0,2,260,7828,309,756000000,5337160,92020
1.0,16.0,3,0,0,20,681000000,6641708,6374
15.0,15.0,1,0,29,1101,348000000,135583872,131264
0.0,16.0,3,448,13463,69,739000000,33603518,31523
15.0,17.0,2,0,0,8,886000000,4266694,3843
16.0,5.0,2,312,9389,113,602000000,1832436,33934
18.0,14.0,2,122,3683,319,39000000,6272130,95029
10.0,16.0,3,451,13534,200,744000000,96294978,90333
12.0,2.0,2,305,9161,46,652000000,887226,15297
14.0,17.0,2,611,18354,198,942000000,6608628,122382
14.0,17.0,2,293,8812,273,632000000,4513482,83583
16.0,0.0,1,0,29,679,878000000,64876,662
3.0,15.0,3,451,13542,131,861000000,63665784,59724
14.0,3.0,1,293,8793,121,170000000,37388002,35881
11.0,16.0,3,311,9343,220,793000000,72505486,69583
12.0,16.0,2,298,8962,49,892000000,914776,15772
3.0,1.0,2,0,0,1,231000000,23364,354
12.0,8.0,2,284,8531,261,564000000,3896788,67186
16.0,6.0,2,313,9407,47,267000000,841752,15588
18.0,10.0,1,304,9121,111,75000000,34024426,32653
12.0,13.0,3,450,13523,206,740000000,99332012,93182
2.0,11.0,3,423,12711,28,308000000,15197962,14257
16.0,13.0,3,276,8304,316,952000000,99480782,95471
1.0,15.0,3,308,9245,263,397000000,85608636,82158
18.0,11.0,2,261,7838,451,811000000,7534432,129904
0.0,15.0,3,451,13532,162,904000000,78317954,73469
7.0,17.0,1,0,29,321,293000000,30674,313
12.0,15.0,3,446,13385,173,114000000,83096832,77952
2.0,15.0,1,0,29,820,15000000,78400,800
10.0,16.0,2,0,0,19,37000000,381198,5775
12.0,13.0,3,0,0,16,647000000,8272160,7760
0.0,16.0,2,300,9023,72,356000000,1359984,23448
13.0,0.0,2,225,6775,309,0,6261858,94873
16.0,0.0,1,0,29,679,982000000,64974,663
10.0,15.0,1,1,30,459,928000000,44002,449
18.0,10.0,2,313,9414,78,468000000,1399424,24128
9.0,15.0,3,315,9456,183,440000000,59920210,57505
14.0,3.0,1,0,29,538,518000000,51450,525
1.0,14.0,1,0,29,83,95000000,7840,80
14.0,3.0,1,1,30,31,792000000,3038,31
1.0,11.0,3,111,3334,467,431000000,135431866,129973
7.0,17.0,1,1,30,291,364000000,27832,284
10.0,16.0,2,518,15544,379,123000000,11782476,218194
1.0,16.0,3,312,9360,50,480000000,16379198,15719
14.0,17.0,2,0,0,21,215000000,447012,8278
12.0,4.0,2,300,9008,164,590000000,3003588,51786
18.0,14.0,1,298,8950,226,272000000,70907058,68049
10.0,16.0,1,0,29,1003,288000000,95648,976
14.0,12.0,2,621,18647,110,654000000,3686094,68261
1.0,11.0,3,0,0,16,647000000,8272160,7760
9.0,17.0,1,0,29,661,635000000,63308,646
17.0,0.0,2,106,3189,320,469000000,6156120,93270
2.0,11.0,3,455,13671,145,252000000,70310162,65957
3.0,15.0,1,0,29,931,449000000,88984,908
0.0,4.0,2,0,0,23,368000000,517592,8924
12.0,15.0,1,0,0,1,201000000,98,1
6.0,0.0,2,301,9052,156,885000000,2676240,49560
0.0,15.0,3,446,13385,71,684000000,34872058,32713
2.0,3.0,2,310,9323,61,245000000,1213884,18390
2.0,13.0,1,0,29,31,536000000,2940,30
12.0,15.0,1,0,29,531,195000000,135510764,130518
16.0,11.0,1,8,267,51,150000000,252798,287
0.0,5.0,2,328,9861,250,514000000,5461604,82748
14.0,3.0,2,0,0,0,892000000,38880,720
4.0,16.0,3,86,2604,450,898000000,135458958,129999
12.0,13.0,3,449,13492,73,336000000,36740756,34466
3.0,0.0,2,324,9722,141,352000000,2589966,39237
14.0,15.0,1,0,24,1029,962000000,97902,999
16.0,2.0,1,0,29,761,204000000,72716,742
17.0,3.0,1,0,26,183,177000000,17150,175
5.0,0.0,2,0,0,10,454000000,222816,3376
7.0,11.0,2,323,9713,282,242000000,5730534,86815
10.0,16.0,2,314,9424,158,987000000,3338046,50575
12.0,15.0,3,451,13541,83,107000000,39895050,37425
1.0,13.0,1,279,8378,322,488000000,92527516,88798
18.0,7.0,1,0,29,141,311000000,13426,137
1.0,11.0,3,0,0,7,158000000,3459170,3245
1.0,14.0,1,273,8190,353,23000000,101163612,97086
0.0,16.0,3,450,13529,39,737000000,19251960,18060
8.0,3.0,2,308,9256,200,764000000,3641762,62789
14.0,17.0,1,0,29,68,289000000,6468,66
6.0,11.0,2,572,17179,352,498000000,11084094,205261
12.0,8.0,2,264,7929,328,572000000,5255612,90614
12.0,13.0,3,447,13421,167,77000000,80161068,75198
0.0,15.0,3,446,13385,70,592000000,34723884,32574
3.0,13.0,3,449,13491,227,81000000,108966520,102220
13.0,11.0,3,450,13522,156,423000000,75278788,70618
15.0,16.0,3,439,13188,300,791000000,143903604,134994
2.0,11.0,2,72,2169,511,254000000,7476490,128905
0.0,15.0,1,0,29,1431,416000000,155428,1586
16.0,3.0,1,0,0,6,596000000,2384096,2288
10.0,15.0,1,1,30,1070,155000000,135580932,131234
4.0,16.0,2,578,17350,358,835000000,11149218,206467
16.0,11.0,1,1,30,708,237000000,67718,691
17.0,10.0,2,564,16921,308,709000000,9978444,184786
16.0,0.0,1,0,29,260,178000000,24794,253
17.0,13.0,1,278,8341,471,118000000,135105720,129660
16.0,10.0,1,291,8752,199,757000000,61383178,58909
0.0,16.0,2,454,13623,200,529000000,98327378,88461
1.0,11.0,3,451,13548,107,71000000,51422774,48239
15.0,16.0,3,450,13525,210,851000000,101082384,94824
10.0,16.0,1,0,29,533,144000000,51058,521
3.0,17.0,2,308,9248,176,987000000,3174514,54733
14.0,17.0,1,326,9791,78,153000000,25770744,24732
5.0,11.0,2,303,9118,148,784000000,2575200,44400
14.0,17.0,1,0,29,708,374000000,67718,691
3.0,15.0,3,446,13385,223,335000000,107107416,100476
16.0,13.0,1,1,30,591,888000000,56644,578
11.0,16.0,3,324,9741,70,734000000,23268902,22331
0.0,15.0,3,252,7570,311,704000000,143677612,134782
13.0,16.0,3,449,13478,130,524000000,62517702,58647
10.0,15.0,1,0,0,0,124000000,0,0
0.0,11.0,2,333,10003,134,330000000,2919840,44240
