pktrate,pktperflow,Protocol,src,dst,label
272,8174,1,16.0,2.0,1.0
78,2369,3,10.0,11.0,1.0
281,8433,1,16.0,0.0,1.0
1,30,1,12.0,2.0,0.0
446,13387,2,13.0,2.0,0.0
324,9724,1,12.0,13.0,1.0
0,25,1,10.0,13.0,0.0
0,29,1,17.0,13.0,0.0
308,9248,2,4.0,0.0,1.0
0,28,1,14.0,3.0,0.0
1,30,1,17.0,10.0,0.0
293,8800,1,12.0,1.0,1.0
450,13529,3,10.0,16.0,0.0
447,13429,3,3.0,15.0,0.0
248,7464,3,3.0,15.0,1.0
448,13461,2,12.0,6.0,0.0
441,13237,2,2.0,3.0,0.0
0,29,1,14.0,3.0,0.0
450,13526,3,0.0,15.0,0.0
450,13529,3,13.0,11.0,0.0
295,8851,2,6.0,11.0,1.0
96,2900,3,12.0,15.0,1.0
0,29,1,1.0,2.0,0.0
294,8845,3,13.0,16.0,1.0
290,8711,2,5.0,15.0,1.0
607,18210,2,0.0,5.0,0.0
448,13463,3,15.0,16.0,0.0
448,13462,2,4.0,11.0,0.0
1,30,1,18.0,11.0,0.0
315,9457,3,9.0,15.0,1.0
230,6911,2,0.0,6.0,0.0
263,7915,1,14.0,1.0,1.0
1,30,1,14.0,10.0,0.0
0,20,1,12.0,1.0,0.0
0,29,1,18.0,16.0,0.0
0,29,1,16.0,16.0,0.0
450,13526,3,0.0,15.0,0.0
270,8120,3,13.0,11.0,1.0
599,17984,2,13.0,2.0,1.0
0,18,1,4.0,1.0,0.0
449,13498,2,15.0,13.0,0.0
451,13539,3,1.0,11.0,0.0
444,13342,2,14.0,3.0,0.0
298,8963,1,16.0,10.0,1.0
455,13650,3,0.0,16.0,0.0
307,9239,3,9.0,15.0,1.0
329,9879,2,8.0,3.0,0.0
201,6058,2,3.0,1.0,1.0
329,9872,2,12.0,12.0,0.0
0,29,1,12.0,15.0,0.0
0,29,1,0.0,15.0,1.0
448,13442,3,0.0,11.0,0.0
0,29,1,2.0,15.0,0.0
126,3792,3,1.0,15.0,1.0
86,2604,3,4.0,16.0,1.0
0,29,1,4.0,1.0,0.0
450,13526,3,0.0,15.0,0.0
454,13649,3,17.0,13.0,0.0
325,9779,2,14.0,14.0,0.0
446,13402,2,0.0,3.0,0.0
451,13541,3,12.0,15.0,0.0
0,29,1,12.0,2.0,0.0
448,13445,2,16.0,16.0,0.0
451,13538,3,0.0,16.0,0.0
450,13525,3,13.0,16.0,0.0
248,7457,2,5.0,0.0,0.0
434,13020,2,13.0,0.0,0.0
0,29,1,12.0,15.0,0.0
313,9405,3,9.0,15.0,1.0
267,8012,3,1.0,16.0,1.0
0,29,1,16.0,10.0,0.0
332,9973,2,14.0,14.0,0.0
1,30,1,15.0,17.0,0.0
0,29,1,16.0,0.0,0.0
0,29,1,7.0,17.0,0.0
0,29,1,15.0,1.0,0.0
0,29,1,9.0,17.0,0.0
262,7886,3,3.0,13.0,1.0
312,9373,3,9.0,15.0,1.0
510,15314,2,14.0,17.0,1.0
434,13038,2,0.0,11.0,0.0
1,30,1,14.0,11.0,0.0
294,8845,3,13.0,16.0,1.0
451,13536,3,2.0,16.0,0.0
0,29,1,1.0,14.0,0.0
305,9176,1,3.0,15.0,1.0
264,7947,3,1.0,16.0,1.0
82,2468,2,7.0,13.0,1.0
275,8271,2,5.0,15.0,1.0
0,13,1,16.0,0.0,0.0
1,30,1,18.0,11.0,0.0
334,10048,2,12.0,10.0,0.0
300,9014,2,3.0,17.0,0.0
264,7947,3,1.0,16.0,1.0
263,7901,3,18.0,13.0,1.0
302,9071,2,13.0,6.0,1.0
308,9269,3,11.0,16.0,1.0
455,13671,3,18.0,13.0,0.0
0,29,1,18.0,10.0,0.0
235,7070,3,17.0,13.0,1.0
298,8963,1,10.0,15.0,1.0
450,13502,2,0.0,6.0,0.0
0,29,1,14.0,1.0,0.0
325,9753,2,17.0,15.0,0.0
294,8843,2,0.0,6.0,0.0
0,29,1,10.0,13.0,0.0
307,9233,2,18.0,1.0,0.0
424,12749,2,5.0,15.0,0.0
0,29,1,17.0,3.0,0.0
282,8478,1,16.0,14.0,1.0
324,9741,3,11.0,16.0,1.0
260,7828,2,0.0,6.0,0.0
0,0,3,1.0,16.0,1.0
0,29,1,15.0,15.0,1.0
448,13463,3,0.0,16.0,0.0
0,0,2,15.0,17.0,1.0
312,9389,2,16.0,5.0,0.0
122,3683,2,18.0,14.0,1.0
451,13534,3,10.0,16.0,0.0
305,9161,2,12.0,2.0,0.0
611,18354,2,14.0,17.0,1.0
293,8812,2,14.0,17.0,1.0
0,29,1,16.0,0.0,0.0
451,13542,3,3.0,15.0,0.0
293,8793,1,14.0,3.0,1.0
311,9343,3,11.0,16.0,1.0
298,8962,2,12.0,16.0,0.0
0,0,2,3.0,1.0,0.0
284,8531,2,12.0,8.0,0.0
313,9407,2,16.0,6.0,0.0
304,9121,1,18.0,10.0,1.0
450,13523,3,12.0,13.0,0.0
423,12711,3,2.0,11.0,1.0
276,8304,3,16.0,13.0,1.0
308,9245,3,1.0,15.0,1.0
261,7838,2,18.0,11.0,1.0
451,13532,3,0.0,15.0,0.0
0,29,1,7.0,17.0,0.0
446,13385,3,12.0,15.0,0.0
0,29,1,2.0,15.0,0.0
0,0,2,10.0,16.0,1.0
0,0,3,12.0,13.0,1.0
300,9023,2,0.0,16.0,0.0
225,6775,2,13.0,0.0,1.0
0,29,1,16.0,0.0,0.0
1,30,1,10.0,15.0,0.0
313,9414,2,18.0,10.0,0.0
315,9456,3,9.0,15.0,1.0
0,29,1,14.0,3.0,0.0
0,29,1,1.0,14.0,0.0
1,30,1,14.0,3.0,0.0
111,3334,3,1.0,11.0,1.0
1,30,1,7.0,17.0,0.0
518,15544,2,10.0,16.0,1.0
312,9360,3,1.0,16.0,1.0
0,0,2,14.0,17.0,1.0
300,9008,2,12.0,4.0,1.0
298,8950,1,18.0,14.0,1.0
0,29,1,10.0,16.0,0.0
621,18647,2,14.0,12.0,1.0
0,0,3,1.0,11.0,1.0
0,29,1,9.0,17.0,0.0
106,3189,2,17.0,0.0,0.0
455,13671,3,2.0,11.0,0.0
0,29,1,3.0,15.0,0.0
0,0,2,0.0,4.0,0.0
0,0,1,12.0,15.0,0.0
301,9052,2,6.0,0.0,0.0
446,13385,3,0.0,15.0,0.0
310,9323,2,2.0,3.0,0.0
0,29,1,2.0,13.0,0.0
0,29,1,12.0,15.0,1.0
8,267,1,16.0,11.0,0.0
328,9861,2,0.0,5.0,0.0
0,0,2,14.0,3.0,1.0
86,2604,3,4.0,16.0,1.0
449,13492,3,12.0,13.0,0.0
324,9722,2,3.0,0.0,0.0
0,24,1,14.0,15.0,0.0
0,29,1,16.0,2.0,0.0
0,26,1,17.0,3.0,0.0
0,0,2,5.0,0.0,1.0
323,9713,2,7.0,11.0,0.0
314,9424,2,10.0,16.0,0.0
451,13541,3,12.0,15.0,0.0
279,8378,1,1.0,13.0,1.0
0,29,1,18.0,7.0,0.0
0,0,3,1.0,11.0,1.0
273,8190,1,1.0,14.0,1.0
450,13529,3,0.0,16.0,0.0
308,9256,2,8.0,3.0,1.0
0,29,1,14.0,17.0,0.0
572,17179,2,6.0,11.0,1.0
264,7929,2,12.0,8.0,0.0
447,13421,3,12.0,13.0,0.0
446,13385,3,0.0,15.0,0.0
449,13491,3,3.0,13.0,0.0
450,13522,3,13.0,11.0,0.0
439,13188,3,15.0,16.0,0.0
72,2169,2,2.0,11.0,0.0
0,29,1,0.0,15.0,0.0
0,0,1,16.0,3.0,1.0
1,30,1,10.0,15.0,1.0
578,17350,2,4.0,16.0,1.0
1,30,1,16.0,11.0,0.0
564,16921,2,17.0,10.0,1.0
0,29,1,16.0,0.0,0.0
278,8341,1,17.0,13.0,1.0
291,8752,1,16.0,10.0,1.0
454,13623,2,0.0,16.0,0.0
451,13548,3,1.0,11.0,0.0
450,13525,3,15.0,16.0,0.0
0,29,1,10.0,16.0,0.0
308,9248,2,3.0,17.0,0.0
326,9791,1,14.0,17.0,1.0
303,9118,2,5.0,11.0,0.0
0,29,1,14.0,17.0,0.0
446,13385,3,3.0,15.0,0.0
1,30,1,16.0,13.0,0.0
324,9741,3,11.0,16.0,1.0
252,7570,3,0.0,15.0,1.0
449,13478,3,13.0,16.0,0.0
0,0,1,10.0,15.0,0.0
333,10003,2,0.0,11.0,0.0
276,8304,3,18.0,13.0,1.0
456,13684,3,14.0,16.0,0.0
454,13640,3,13.0,16.0,0.0
443,13308,3,0.0,15.0,0.0
326,9806,2,8.0,3.0,0.0
326,9784,3,1.0,11.0,1.0
278,8343,2,4.0,0.0,1.0
0,29,1,18.0,11.0,0.0
280,8429,1,17.0,3.0,1.0
0,29,1,18.0,13.0,0.0
332,9973,2,15.0,13.0,0.0
333,10001,2,17.0,2.0,0.0
305,9178,2,16.0,16.0,0.0
1,59,1,18.0,15.0,1.0
448,13463,3,15.0,16.0,0.0
303,9117,1,18.0,10.0,1.0
0,0,2,0.0,6.0,0.0
106,3189,2,0.0,16.0,0.0
251,7536,2,13.0,16.0,1.0
255,7674,2,18.0,16.0,1.0
455,13669,3,18.0,13.0,0.0
451,13537,3,0.0,16.0,0.0
0,29,1,16.0,3.0,0.0
1,30,1,2.0,1.0,0.0
284,8541,1,16.0,10.0,1.0
434,13038,2,12.0,10.0,0.0
451,13532,3,1.0,11.0,0.0
282,8480,2,1.0,12.0,1.0
328,9840,2,10.0,16.0,0.0
1,30,1,3.0,17.0,0.0
0,24,1,16.0,12.0,0.0
450,13525,3,2.0,16.0,0.0
273,8196,3,3.0,13.0,1.0
1,30,1,13.0,1.0,0.0
1,30,1,0.0,11.0,0.0
0,29,1,3.0,13.0,0.0
0,29,1,2.0,15.0,0.0
0,0,2,14.0,10.0,1.0
0,29,1,3.0,16.0,0.0
502,15072,2,13.0,2.0,1.0
451,13530,3,1.0,11.0,0.0
0,0,2,12.0,8.0,1.0
1,30,1,1.0,13.0,0.0
313,9405,3,9.0,15.0,1.0
255,7674,3,18.0,13.0,1.0
235,7070,3,2.0,11.0,1.0
447,13438,3,15.0,16.0,0.0
264,7929,2,8.0,11.0,0.0
317,9518,2,10.0,17.0,0.0
245,7356,3,13.0,11.0,1.0
314,9446,3,4.0,16.0,1.0
0,29,1,17.0,15.0,0.0
439,13188,3,15.0,16.0,0.0
314,9432,3,11.0,16.0,1.0
295,8867,1,16.0,11.0,1.0
0,29,1,18.0,10.0,0.0
309,9279,1,15.0,15.0,1.0
1,30,1,13.0,15.0,0.0
288,8660,3,2.0,13.0,1.0
253,7597,3,1.0,16.0,1.0
0,0,3,10.0,13.0,1.0
0,29,1,15.0,15.0,0.0
303,9109,2,5.0,15.0,0.0
1,30,1,1.0,11.0,0.0
448,13463,3,10.0,16.0,0.0
449,13495,2,18.0,3.0,0.0
440,13225,2,13.0,17.0,0.0
188,5655,3,12.0,13.0,1.0
1,59,1,16.0,17.0,1.0
1,30,1,12.0,2.0,0.0
240,7206,2,8.0,11.0,0.0
315,9459,2,10.0,16.0,0.0
443,13311,3,0.0,11.0,0.0
519,15572,2,7.0,11.0,0.0
1,30,1,12.0,13.0,0.0
0,29,1,0.0,15.0,0.0
314,9441,2,18.0,3.0,0.0
0,29,1,10.0,13.0,0.0
260,7806,2,4.0,0.0,1.0
1,30,1,16.0,0.0,0.0
1,30,1,14.0,3.0,0.0
0,29,1,14.0,17.0,0.0
0,0,2,10.0,3.0,0.0
331,9950,2,0.0,4.0,0.0
138,4153,1,1.0,12.0,1.0
454,13623,2,0.0,16.0,0.0
344,10322,3,10.0,13.0,1.0
1,30,1,14.0,1.0,0.0
314,9439,3,1.0,15.0,1.0
311,9343,3,11.0,16.0,1.0
451,13538,3,0.0,15.0,0.0
451,13532,3,16.0,13.0,0.0
451,13531,3,18.0,13.0,0.0
0,29,1,18.0,11.0,0.0
439,13179,2,14.0,10.0,0.0
1,30,1,3.0,13.0,0.0
0,29,1,18.0,13.0,0.0
1,30,1,0.0,11.0,0.0
447,13429,3,3.0,15.0,0.0
0,29,1,0.0,15.0,0.0
309,9292,3,4.0,16.0,1.0
453,13615,3,3.0,15.0,0.0
302,9083,2,5.0,12.0,1.0
294,8842,2,7.0,13.0,1.0
450,13526,2,3.0,17.0,0.0
0,0,2,6.0,0.0,0.0
306,9180,3,4.0,16.0,1.0
442,13261,2,7.0,13.0,0.0
307,9211,3,12.0,13.0,1.0
1,30,1,16.0,2.0,0.0
1,30,1,3.0,15.0,0.0
0,29,1,2.0,11.0,0.0
446,13385,3,0.0,15.0,0.0
438,13146,2,0.0,3.0,0.0
451,13531,3,13.0,11.0,0.0
0,23,1,16.0,0.0,0.0
244,7337,1,1.0,12.0,1.0
496,14888,2,14.0,17.0,1.0
277,8324,2,14.0,3.0,1.0
0,29,1,12.0,2.0,1.0
315,9467,3,4.0,16.0,1.0
279,8380,1,16.0,2.0,1.0
0,29,1,16.0,12.0,0.0
296,8886,2,4.0,16.0,1.0
1,30,1,2.0,13.0,0.0
1,30,1,14.0,1.0,0.0
264,7941,2,3.0,1.0,1.0
310,9322,3,2.0,11.0,1.0
308,9242,3,1.0,16.0,1.0
0,29,1,14.0,15.0,0.0
242,7261,3,16.0,13.0,1.0
96,2900,3,12.0,15.0,1.0
215,6453,3,10.0,11.0,1.0
78,2369,3,0.0,11.0,1.0
298,8950,1,5.0,17.0,1.0
1,30,1,1.0,13.0,0.0
450,13529,3,18.0,13.0,0.0
0,29,1,18.0,13.0,0.0
453,13615,3,3.0,15.0,0.0
277,8334,1,18.0,16.0,1.0
439,13190,2,12.0,7.0,0.0
586,17584,2,10.0,16.0,1.0
238,7165,3,12.0,13.0,1.0
0,29,1,2.0,13.0,0.0
448,13463,3,15.0,16.0,0.0
1,30,1,0.0,15.0,0.0
310,9306,3,11.0,16.0,1.0
308,9243,1,10.0,15.0,1.0
311,9338,3,11.0,16.0,1.0
0,29,1,3.0,15.0,0.0
451,13533,3,0.0,16.0,0.0
0,29,1,16.0,12.0,1.0
290,8727,2,12.0,17.0,1.0
326,9791,1,12.0,2.0,1.0
0,29,1,0.0,15.0,1.0
0,0,3,1.0,16.0,1.0
0,29,1,17.0,12.0,0.0
1,30,1,16.0,10.0,0.0
0,29,1,14.0,3.0,0.0
447,13430,2,13.0,0.0,0.0
307,9226,3,9.0,15.0,1.0
0,29,1,16.0,3.0,0.0
0,0,1,10.0,15.0,0.0
289,8677,2,3.0,0.0,1.0
1,30,1,13.0,15.0,0.0
433,12994,3,13.0,11.0,1.0
1,30,1,3.0,16.0,0.0
225,6774,1,0.0,15.0,1.0
298,8968,1,5.0,17.0,1.0
306,9180,3,4.0,16.0,1.0
449,13494,3,13.0,16.0,0.0
450,13528,3,0.0,15.0,0.0
1,30,1,13.0,15.0,0.0
0,29,1,18.0,13.0,0.0
252,7570,3,0.0,15.0,1.0
0,29,1,18.0,11.0,0.0
0,29,1,13.0,1.0,0.0
311,9334,3,4.0,16.0,1.0
451,13533,3,10.0,16.0,0.0
266,8003,2,17.0,10.0,1.0
272,8167,3,12.0,13.0,1.0
329,9883,2,0.0,6.0,0.0
448,13448,2,18.0,10.0,0.0
0,29,1,12.0,1.0,0.0
0,29,1,10.0,15.0,0.0
1,30,1,10.0,15.0,0.0
317,9511,2,7.0,11.0,0.0
446,13393,3,3.0,13.0,0.0
136,4088,3,14.0,16.0,1.0
0,0,2,3.0,10.0,0.0
0,29,1,10.0,15.0,0.0
0,0,3,1.0,11.0,1.0
1,30,1,5.0,1.0,0.0
1,30,1,16.0,3.0,0.0
0,29,1,16.0,13.0,0.0
265,7952,3,4.0,16.0,1.0
0,29,1,16.0,12.0,1.0
294,8837,2,15.0,17.0,1.0
267,8029,1,1.0,13.0,1.0
0,29,1,15.0,17.0,0.0
0,29,1,17.0,10.0,0.0
451,13531,3,0.0,11.0,0.0
299,8970,2,13.0,6.0,1.0
298,8941,1,16.0,10.0,1.0
0,29,1,10.0,16.0,0.0
311,9354,2,17.0,17.0,0.0
269,8098,2,12.0,8.0,1.0
268,8040,3,4.0,16.0,1.0
309,9287,3,4.0,16.0,1.0
238,7165,3,12.0,13.0,1.0
315,9457,3,9.0,15.0,1.0
292,8784,2,17.0,2.0,1.0
0,29,1,15.0,17.0,0.0
569,17071,2,10.0,16.0,1.0
277,8334,2,10.0,13.0,1.0
0,29,1,12.0,1.0,0.0
311,9335,3,9.0,15.0,1.0
254,7633,2,6.0,0.0,0.0
283,8509,2,3.0,17.0,1.0
448,13468,3,2.0,11.0,0.0
281,8433,1,3.0,15.0,1.0
1,30,1,16.0,12.0,0.0
0,29,1,10.0,16.0,0.0
288,8660,3,12.0,13.0,1.0
326,9783,2,8.0,3.0,0.0
0,29,1,10.0,11.0,1.0
528,15854,2,13.0,2.0,1.0
1,30,1,14.0,1.0,0.0
0,29,1,17.0,13.0,0.0
0,0,3,9.0,15.0,1.0
447,13438,3,2.0,16.0,0.0
498,14969,2,5.0,15.0,1.0
449,13492,3,3.0,13.0,0.0
305,9164,2,12.0,4.0,1.0
247,7431,3,1.0,15.0,1.0
0,29,1,10.0,15.0,1.0
0,0,2,2.0,11.0,1.0
283,8510,1,16.0,2.0,1.0
0,29,1,13.0,15.0,1.0
0,29,1,1.0,12.0,0.0
0,0,1,10.0,15.0,1.0
256,7689,3,1.0,11.0,1.0
0,29,1,3.0,15.0,0.0
0,29,1,15.0,17.0,0.0
450,13527,3,0.0,15.0,0.0
446,13385,3,12.0,15.0,0.0
0,29,1,17.0,13.0,0.0
334,10049,2,15.0,12.0,0.0
0,0,3,12.0,15.0,1.0
528,15848,2,12.0,8.0,0.0
451,13536,3,2.0,16.0,0.0
0,0,2,0.0,5.0,1.0
333,10004,2,0.0,3.0,0.0
1,30,1,1.0,16.0,0.0
0,29,1,16.0,0.0,0.0
277,8334,2,14.0,3.0,1.0
1,30,1,1.0,11.0,0.0
607,18218,2,6.0,15.0,1.0
0,14,1,0.0,15.0,0.0
0,29,1,16.0,0.0,0.0
448,13442,3,17.0,13.0,0.0
319,9577,2,13.0,15.0,0.0
314,9435,3,1.0,15.0,1.0
449,13485,2,13.0,17.0,0.0
1,30,1,0.0,15.0,1.0
283,8515,2,16.0,6.0,1.0
96,2900,3,12.0,15.0,1.0
284,8528,2,5.0,15.0,1.0
285,8571,1,16.0,3.0,1.0
315,9467,3,4.0,16.0,1.0
280,8422,2,6.0,15.0,1.0
453,13616,3,12.0,15.0,0.0
450,13526,3,3.0,15.0,0.0
344,10322,3,12.0,13.0,1.0
451,13555,3,12.0,13.0,0.0
309,9290,2,3.0,1.0,0.0
0,29,1,16.0,0.0,1.0
1,30,1,1.0,4.0,0.0
451,13538,3,12.0,13.0,0.0
450,13527,3,0.0,15.0,0.0
280,8410,1,10.0,16.0,1.0
251,7541,2,2.0,12.0,1.0
446,13385,3,0.0,15.0,0.0
1,30,1,16.0,2.0,0.0
315,9457,3,9.0,15.0,1.0
455,13663,3,13.0,16.0,0.0
455,13650,3,16.0,13.0,0.0
450,13529,3,2.0,16.0,0.0
449,13498,2,14.0,1.0,0.0
111,3334,3,10.0,13.0,1.0
261,7833,2,6.0,0.0,0.0
0,0,3,10.0,11.0,1.0
0,29,1,14.0,17.0,0.0
451,13542,3,3.0,15.0,0.0
446,13387,3,13.0,16.0,0.0
603,18116,2,12.0,4.0,1.0
1,30,1,13.0,15.0,0.0
448,13469,3,1.0,11.0,0.0
1,30,1,0.0,15.0,0.0
263,7901,3,1.0,11.0,1.0
1,30,1,10.0,11.0,0.0
0,29,1,16.0,0.0,0.0
0,29,1,12.0,10.0,0.0
0,0,2,7.0,3.0,1.0
539,16178,2,7.0,13.0,1.0
273,8216,3,0.0,11.0,1.0
0,0,1,3.0,13.0,1.0
189,5684,2,8.0,11.0,0.0
128,3848,1,16.0,0.0,1.0
325,9766,2,8.0,3.0,0.0
448,13460,2,12.0,5.0,0.0
326,9803,2,15.0,16.0,0.0
450,13529,3,1.0,11.0,0.0
303,9095,1,3.0,15.0,1.0
298,8950,2,0.0,6.0,0.0
200,6027,3,18.0,13.0,1.0
616,18492,2,6.0,0.0,1.0
0,0,1,13.0,1.0,0.0
0,0,3,1.0,11.0,1.0
0,29,1,14.0,1.0,0.0
444,13340,2,4.0,16.0,0.0
1,30,1,14.0,1.0,0.0
439,13184,2,7.0,13.0,0.0
0,29,1,0.0,15.0,0.0
309,9273,2,14.0,14.0,1.0
0,29,1,0.0,11.0,0.0
0,0,3,10.0,13.0,1.0
0,29,1,14.0,17.0,0.0
177,5323,2,10.0,16.0,1.0
328,9865,2,12.0,0.0,0.0
288,8660,3,12.0,13.0,1.0
137,4124,3,2.0,16.0,1.0
451,13536,3,2.0,11.0,0.0
303,9102,1,12.0,17.0,1.0
274,8246,2,5.0,12.0,1.0
0,29,1,5.0,1.0,0.0
263,7907,2,13.0,6.0,1.0
450,13526,3,3.0,15.0,0.0
0,29,1,14.0,10.0,0.0
332,9987,2,6.0,0.0,0.0
545,16362,2,7.0,11.0,0.0
333,9995,2,8.0,3.0,0.0
1,30,1,18.0,7.0,0.0
287,8631,1,17.0,10.0,1.0
324,9724,1,18.0,13.0,1.0
1,30,1,7.0,17.0,0.0
1,30,1,1.0,16.0,0.0
301,9055,2,6.0,11.0,0.0
610,18312,2,10.0,16.0,1.0
1,30,1,13.0,1.0,0.0
263,7901,3,1.0,11.0,1.0
0,29,1,18.0,13.0,0.0
217,6519,2,0.0,11.0,0.0
1,30,1,18.0,7.0,0.0
290,8706,2,18.0,12.0,1.0
450,13529,3,15.0,16.0,0.0
0,29,1,1.0,12.0,0.0
263,7901,3,18.0,13.0,1.0
0,29,1,10.0,13.0,0.0
0,29,1,12.0,10.0,0.0
324,9726,2,13.0,17.0,0.0
314,9432,3,11.0,16.0,1.0
326,9802,2,0.0,3.0,0.0
449,13495,2,10.0,17.0,0.0
233,7014,2,14.0,7.0,1.0
289,8683,3,3.0,13.0,1.0
313,9414,2,10.0,17.0,0.0
0,29,1,9.0,17.0,0.0
451,13542,3,3.0,15.0,0.0
0,0,2,12.0,7.0,1.0
0,0,2,3.0,2.0,0.0
1,30,1,15.0,15.0,0.0
0,29,1,16.0,14.0,0.0
313,9406,2,8.0,3.0,1.0
0,29,1,18.0,9.0,0.0
0,29,1,2.0,11.0,0.0
0,28,1,12.0,15.0,0.0
248,7454,3,2.0,11.0,1.0
0,29,1,14.0,3.0,0.0
446,13393,3,18.0,13.0,0.0
333,9994,2,7.0,3.0,0.0
0,29,1,17.0,17.0,0.0
450,13508,3,1.0,11.0,0.0
281,8441,2,10.0,3.0,1.0
294,8837,2,0.0,5.0,0.0
455,13651,3,0.0,16.0,0.0
0,29,1,17.0,3.0,0.0
0,29,1,10.0,15.0,0.0
299,8972,3,13.0,11.0,1.0
275,8251,2,13.0,2.0,1.0
315,9456,2,7.0,11.0,0.0
0,29,1,12.0,1.0,0.0
451,13538,3,0.0,15.0,0.0
449,13495,2,3.0,17.0,0.0
446,13393,3,10.0,13.0,0.0
289,8673,2,5.0,15.0,1.0
114,3443,2,12.0,17.0,0.0
450,13505,2,16.0,12.0,0.0
0,29,1,16.0,14.0,0.0
444,13342,2,17.0,12.0,0.0
313,9405,3,9.0,15.0,1.0
0,29,1,7.0,17.0,0.0
0,29,1,17.0,1.0,0.0
566,16980,2,0.0,12.0,1.0
0,29,1,16.0,3.0,0.0
1,30,1,2.0,13.0,0.0
307,9211,2,3.0,13.0,0.0
257,7711,2,5.0,12.0,1.0
441,13244,2,4.0,0.0,0.0
0,0,2,14.0,7.0,1.0
255,7651,2,2.0,12.0,1.0
303,9109,2,6.0,15.0,0.0
0,29,1,17.0,17.0,0.0
0,0,2,2.0,11.0,1.0
450,13508,3,3.0,13.0,0.0
0,29,1,16.0,12.0,0.0
446,13388,3,3.0,15.0,0.0
443,13296,2,4.0,11.0,0.0
1,30,1,16.0,14.0,0.0
271,8153,2,5.0,12.0,1.0
450,13525,3,13.0,16.0,0.0
310,9310,3,1.0,15.0,1.0
455,13651,3,0.0,16.0,0.0
0,0,3,0.0,16.0,1.0
450,13529,3,0.0,16.0,0.0
196,5880,3,1.0,16.0,1.0
454,13640,3,13.0,16.0,0.0
442,13262,2,6.0,15.0,0.0
298,8968,2,6.0,0.0,0.0
307,9210,2,18.0,15.0,0.0
290,8720,2,15.0,12.0,1.0
1,30,1,18.0,10.0,0.0
0,0,1,5.0,1.0,0.0
306,9184,1,10.0,13.0,1.0
450,13525,3,15.0,16.0,0.0
280,8427,2,2.0,12.0,1.0
437,13114,2,6.0,15.0,0.0
1,30,1,16.0,14.0,0.0
300,9007,1,12.0,13.0,1.0
432,12981,2,15.0,16.0,0.0
319,9595,2,6.0,11.0,0.0
0,29,1,16.0,17.0,0.0
257,7731,2,10.0,16.0,1.0
279,8393,2,5.0,11.0,1.0
449,13475,3,2.0,16.0,0.0
238,7165,3,2.0,11.0,1.0
0,29,1,2.0,15.0,0.0
450,13529,3,18.0,13.0,0.0
0,0,1,13.0,11.0,0.0
1,30,1,16.0,10.0,1.0
0,0,2,13.0,16.0,1.0
447,13438,3,2.0,16.0,0.0
277,8330,2,14.0,3.0,1.0
311,9334,2,2.0,11.0,1.0
333,10006,2,3.0,17.0,0.0
0,22,1,16.0,0.0,0.0
259,7786,2,12.0,7.0,0.0
310,9314,3,1.0,15.0,1.0
0,29,1,12.0,2.0,0.0
1,30,1,1.0,13.0,0.0
0,29,1,18.0,10.0,0.0
315,9457,3,9.0,15.0,1.0
449,13478,3,13.0,16.0,0.0
515,15477,2,5.0,12.0,1.0
247,7429,1,1.0,13.0,1.0
303,9105,2,0.0,6.0,0.0
0,0,1,12.0,15.0,0.0
450,13526,3,3.0,15.0,0.0
528,15854,2,13.0,2.0,1.0
446,13385,3,0.0,15.0,0.0
295,8857,2,13.0,6.0,1.0
1,30,1,18.0,13.0,0.0
0,29,1,14.0,1.0,0.0
559,16786,2,6.0,11.0,1.0
0,13,1,18.0,15.0,0.0
261,7834,1,12.0,1.0,1.0
582,17478,2,14.0,10.0,1.0
334,10045,1,1.0,11.0,1.0
245,7368,2,13.0,0.0,1.0
449,13474,2,3.0,8.0,0.0
272,8168,2,16.0,13.0,1.0
422,12679,3,12.0,13.0,1.0
1,30,1,18.0,15.0,0.0
300,9020,1,10.0,17.0,1.0
0,29,1,15.0,15.0,0.0
0,0,1,12.0,15.0,0.0
0,29,1,18.0,7.0,0.0
283,8505,2,6.0,11.0,1.0
448,13463,3,0.0,16.0,0.0
1,30,1,18.0,11.0,0.0
1,30,1,16.0,12.0,0.0
0,29,1,13.0,15.0,0.0
313,9400,3,9.0,15.0,1.0
298,8948,2,8.0,11.0,0.0
0,29,1,16.0,0.0,0.0
233,7013,2,7.0,13.0,1.0
297,8917,2,5.0,15.0,1.0
276,8299,2,3.0,0.0,1.0
315,9457,3,9.0,15.0,1.0
317,9538,2,13.0,17.0,1.0
300,9018,2,0.0,5.0,0.0
298,8948,2,12.0,8.0,0.0
451,13538,3,16.0,13.0,0.0
0,29,1,10.0,17.0,0.0
286,8588,1,3.0,16.0,1.0
246,7398,3,1.0,16.0,1.0
0,29,1,16.0,0.0,0.0
300,9019,1,17.0,15.0,1.0
0,29,1,12.0,17.0,0.0
453,13611,2,3.0,0.0,0.0
257,7711,2,5.0,12.0,1.0
202,6086,3,1.0,15.0,1.0
1,30,1,16.0,14.0,0.0
558,16748,2,3.0,13.0,1.0
314,9435,3,1.0,15.0,1.0
142,4288,3,10.0,16.0,1.0
313,9402,3,4.0,16.0,1.0
0,29,1,16.0,2.0,0.0
0,29,1,14.0,10.0,0.0
447,13416,2,17.0,10.0,0.0
308,9258,3,9.0,15.0,1.0
315,9456,3,9.0,15.0,1.0
314,9432,3,11.0,16.0,1.0
450,13528,3,10.0,16.0,0.0
0,29,1,12.0,2.0,0.0
